Field,Total_cnt,Diff_cnt,Diff_pct,Up_cnt,Up_pct,Down_cnt,Down_pct,Matched,Mean_Base,Mean_Test,Standard_dev_Base,Standard_dev_Test,Change_standard_dev,Char_str_count_Base,Char_str_count_Test,Blank_Base,Blank_Test
sourceorderactivity,25000,154,0.616,0,0.0,0,0.0,24846,0.0044,0.0044,0.13046271782546587,0.13046271782546587,0.0,0,0,154,154
sourceordersourcecount,25000,154,0.616,0,0.0,0,0.0,24846,0.00108,0.00108,0.05402616417047168,0.05402616417047168,0.0,0,0,154,154
sourceorderagelastorder,25000,154,0.616,0,0.0,0,0.0,24846,-0.98524,-0.98524,0.09296581951011858,0.09296581951011858,0.0,0,0,154,154
variationrisklevel,25000,2482,9.928,1428,5.712,900,3.6,22518,2.1948,2.16672,2.009790868283025,2.004564616627238,0.005226251655786829,0,0,154,154
variationidentitycount,25000,212,0.848,49,0.196,9,0.036,24788,1.03524,1.03316,0.4092387270983034,0.40212303360668655,0.007115693491616837,0,0,154,154
variationmsourcesssncount,25000,346,1.384,63,0.252,129,0.516,24654,1.22768,1.23024,0.7089693059622747,0.7108528365256969,-0.0018835305634221644,0,0,154,154
variationmsourcesssnunrelcount,25000,338,1.352,59,0.236,125,0.5,24662,1.19984,1.2024,0.703417329671447,0.7049062057338623,-0.001488876062415323,0,0,154,154
variationdobcount,25000,193,0.772,14,0.056,25,0.1,24807,1.5038,1.50404,0.8505852379683249,0.8509602946375531,-0.0003750566692282131,0,0,154,154
variationdobcountnew,25000,526,2.104,27,0.108,345,1.38,24474,0.14104,0.15376,0.3753201059699517,0.3885320119955224,-0.013211906025570708,0,0,154,154
searchvelocityrisklevel,25000,2469,9.876,1668,6.672,647,2.588,22531,6.02668,5.99468,1.8829953816125418,1.869636094852226,0.013359286760315836,0,0,154,154
searchunverifiedssncountyear,25000,1025,4.1,641,2.564,230,0.92,23975,0.45044,0.43352,0.820764257169737,0.8113549503437728,0.009409306825964192,0,0,154,154
searchunverifiedaddrcountyear,25000,961,3.844,583,2.332,224,0.896,24039,0.25164,0.23676,0.6791224062215693,0.6626432290698873,0.016479177151682012,0,0,154,154
searchunverifieddobcountyear,25000,421,1.684,151,0.604,116,0.464,24579,0.1558,0.15464,0.4637422068105842,0.4634849408314705,0.00025726597911368554,0,0,154,154
searchunverifiedphonecountyear,25000,1901,7.604,1271,5.084,476,1.904,23099,0.83292,0.79856,1.117394620680285,1.09296340319574,0.02443121748454491,0,0,154,154
assocrisklevel,25000,1100,4.4,411,1.644,535,2.14,23900,2.97904,2.98476,2.549684814595381,2.5552245373309703,-0.005539722735589336,0,0,154,154
assocsuspicousidentitiescount,25000,1416,5.664,543,2.172,719,2.876,23584,2.3386,2.34688,2.6636855468028346,2.6696017448762537,-0.005916198073419032,0,0,154,154
assoccreditbureauonlycount,25000,188,0.752,11,0.044,23,0.092,24812,0.31424,0.31476,0.6948992317234958,0.6957284906124676,-0.0008292588889717845,0,0,154,154
assoccreditbureauonlycountnew,25000,235,0.94,71,0.284,10,0.04,24765,0.02012,0.0176,0.1836101629629679,0.17531142787419174,0.008298735088776155,0,0,154,154
assoccreditbureauonlycountmonth,25000,174,0.696,14,0.056,6,0.024,24826,0.00192,0.0016,0.09119369984692663,0.08530837996217805,0.00588531988474858,0,0,154,154
assochighrisktopologycount,25000,177,0.708,6,0.024,17,0.068,24823,0.6924,0.69316,1.4269229224446836,1.428109442094013,-0.001186519649329476,0,0,154,154
validationrisklevel,25000,156,0.624,0,0.0,2,0.008,24844,1.16604,1.16628,0.7722274786778582,0.7726419478808806,-0.0004144692030223496,0,0,154,154
correlationrisklevel,25000,241,0.964,79,0.316,8,0.032,24759,6.43376,6.42904,2.094581040002336,2.0948518867779806,-0.0002708467756447064,0,0,154,154
divrisklevel,25000,1461,5.844,780,3.12,527,2.108,23539,1.74744,1.73604,1.7768859275793278,1.7733373146780267,0.0035486129013011514,0,0,154,154
divssnidentitymsourcecount,25000,668,2.672,57,0.228,457,1.828,24332,9.94812,9.97408,45.35518452726978,45.4535751851523,-0.09839065788252555,0,0,154,154
divssnidentitymsourceurelcount,25000,242,0.968,10,0.04,78,0.312,24758,1.0846,1.0878,2.4537881896962466,2.4631473849310708,-0.009359195234824202,0,0,154,154
divssnlnamecountnew,25000,262,1.048,9,0.036,99,0.396,24738,0.03252,0.0368,2.2690297342891577,2.2937518531629535,-0.02472211887379583,0,0,154,154
divssnaddrmsourcecount,25000,1299,5.196,44,0.176,1101,4.404,23701,14.85816,14.9238,26.83974756803676,27.07275069643157,-0.23300312839480952,0,0,154,154
divaddridentitycount,25000,161,0.644,0,0.0,7,0.028,24839,20.70764,20.70792,21.417984930602103,21.41841922759704,-0.00043429699493913176,0,0,154,154
divaddridentitycountnew,25000,157,0.628,0,0.0,3,0.012,24843,0.7628,0.76304,3.0579064535632328,3.067407005068559,-0.00950055150532636,0,0,154,154
divaddridentitymsourcecount,25000,155,0.62,0,0.0,1,0.004,24845,15.67448,15.67452,15.138582182564523,15.138573794775386,8.387789137032087e-06,0,0,154,154
divaddrsuspidentitycountnew,25000,229,0.916,53,0.212,22,0.088,24771,0.26264,0.26152,1.96843981747455,1.9678169703047181,0.0006228471698319638,0,0,154,154
divaddrssncount,25000,154,0.616,0,0.0,0,0.0,24846,16.19192,16.19192,16.636355025971504,16.636355025971504,0.0,0,0,154,154
divaddrssncountnew,25000,154,0.616,0,0.0,0,0.0,24846,0.37676,0.37676,2.1179087567975237,2.1179087567975237,0.0,0,0,154,154
divaddrssnmsourcecount,25000,154,0.616,0,0.0,0,0.0,24846,12.74696,12.74696,12.301542310811454,12.301542310811454,0.0,0,0,154,154
divsearchaddrsuspidentitycount,25000,1395,5.58,721,2.884,520,2.08,23605,0.41016,0.40224,1.7640216750515032,1.7564137907826578,0.0076078842688454,0,0,154,154
searchcomponentrisklevel,25000,4099,16.396,1744,6.976,2201,8.804,20901,1.69904,1.76192,1.9435330660846393,2.023178071392728,-0.0796450053080886,0,0,154,154
searchssnsearchcount,25000,1856,7.424,244,0.976,1458,5.832,23144,13.74564,13.8328,19.070769634634612,19.210811395995233,-0.14004176136062085,0,0,154,154
searchaddrsearchcount,25000,3205,12.82,837,3.348,2214,8.856,21795,20.51704,20.6006,24.873557530586442,25.022248829843303,-0.14869129925686053,0,0,154,154
searchphonesearchcount,25000,635,2.54,9,0.036,472,1.888,24365,5.70008,5.73412,9.976780240921556,10.054744279654406,-0.07796403873284952,0,0,154,154
componentcharrisklevel,25000,1012,4.048,494,1.976,364,1.456,23988,4.14784,4.14372,1.5474634542178005,1.5476114963839231,-0.00014804216612263055,0,0,154,154
errorcode,25000,24796,99.184,6,0.024,4,0.016,204,0.0362,0.03612,0.6051035757342709,0.6166328967598145,-0.011529321025543604,0,0,24786,24786
historydate,25000,172,0.688,0,0.0,0,0.0,24828,991439.01496,991439.01496,41520.97845571866,41520.97845571866,0.0,0,0,172,172
did,25000,45,0.18,6,0.024,8,0.032,24955,43780965394.09204,43767009922.72112,69693697288.06337,69684478447.37263,9218840.690734863,0,0,31,31
fnamepop,25000,11,0.044,0,0.0,0,0.0,24989,122756300.73568,122756300.73568,3966705277.286096,3966705277.286096,0.0,0,0,11,11
lnamepop,25000,0,0.0,0,0.0,0,0.0,25000,32450768.83504,32450768.83504,2396120602.087196,2396120602.087196,0.0,0,0,0,0
addrpop,25000,0,0.0,0,0.0,0,0.0,25000,429336.26092,429336.26092,26524001.00102895,26524001.00102895,0.0,0,0,0,0
ssnlength,25000,0,0.0,0,0.0,0,0.0,25000,7.03844,7.03844,3.640692566860292,3.640692566860292,0.0,0,0,0,0
dobpop,25000,0,0.0,0,0.0,0,0.0,25000,0.85876,0.85876,0.7521776800728571,0.7521776800728571,0.0,0,0,0,0
emailpop,25000,0,0.0,0,0.0,0,0.0,25000,0.01656,0.01656,0.3035222667285254,0.3035222667285254,0.0,0,0,0,0
ipaddrpop,25000,0,0.0,0,0.0,0,0.0,25000,0.00488,0.00488,0.1847598051525599,0.1847598051525599,0.0,0,0,0,0
hphnpop,25000,0,0.0,0,0.0,0,0.0,25000,0.84756,0.84756,0.3594468617195635,0.3594468617195635,0.0,0,0,0,0
