Field,Total_cnt,Diff_cnt,Diff_pct,Up_cnt,Up_pct,Down_cnt,Down_pct,Matched,Mean_Base,Mean_Test,Standard_dev_Base,Standard_dev_Test,Change_standard_dev,Char_str_count_Base,Char_str_count_Test,Blank_Base,Blank_Test
propertyowner,25000,209,0.836,24,0.096,31,0.124,24791,0.38948,0.38976,0.48667328920976966,0.48673687104045865,-6.358183068899681e-05,0,0,154,154
propownedcount,25000,262,1.048,45,0.18,63,0.252,24738,0.64468,0.64548,1.2426534214403764,1.2431717652108552,-0.0005183437704787686,0,0,154,154
propownedtaxtotal,25000,440,1.76,60,0.24,226,0.904,24560,176440.89984,176784.68184,3644808.1942067533,3644800.924792331,7.2694144221022725,0,0,154,154
propownedhistoricalcount,25000,243,0.972,11,0.044,78,0.312,24757,1.1014,1.10424,1.936007607197377,1.9387597847918434,-0.002752177594466332,0,0,154,154
propageoldestpurchase,25000,174,0.696,10,0.04,10,0.04,24826,76.70724,76.67904,115.2497708781441,115.22501992102545,0.024750957118655492,0,0,154,154
propagenewestpurchase,25000,214,0.856,50,0.2,10,0.04,24786,50.15616,49.98028,86.76647733588223,86.69123277540675,0.07524456047548256,0,0,154,154
propagenewestsale,25000,207,0.828,33,0.132,20,0.08,24793,25.586,25.48848,59.97986129261055,59.88836259341889,0.09149869919166065,0,0,154,154
propnewestsaleprice,25000,197,0.788,10,0.04,33,0.132,24803,44644.65772,44875.71348,268398.01884702226,268656.54885155906,-258.53000453679124,0,0,154,154
propnewestsalepurchaseindex,25000,191,0.764,12,0.048,25,0.1,24809,-0.5861196000000007,-0.5853392000000007,3.253862196773378,3.2534428064840095,0.00041939028936832656,0,0,154,154
proppurchasedcount01,25000,165,0.66,1,0.004,10,0.04,24835,4e-05,0.0004,0.006324428048764745,0.019999239739152595,-0.01367481169038785,0,0,154,154
proppurchasedcount03,25000,197,0.788,10,0.04,33,0.132,24803,0.00304,0.00396,0.05505180716146224,0.06281009370907327,-0.007758286547611029,0,0,154,154
proppurchasedcount06,25000,211,0.844,20,0.08,37,0.148,24789,0.00932,0.01,0.09855253689080586,0.10148855761914126,-0.0029360207283354034,0,0,154,154
proppurchasedcount12,25000,221,0.884,27,0.108,40,0.16,24779,0.02844,0.02888,0.1889608001280062,0.18900041477472018,-3.9614646713981294e-05,0,0,154,154
proppurchasedcount24,25000,227,0.908,28,0.112,45,0.18,24773,0.06884,0.06944,0.28787473403385766,0.2886334258104291,-0.0007586917765714518,0,0,154,154
proppurchasedcount60,25000,223,0.892,23,0.092,46,0.184,24777,0.1864,0.18716,0.5062025395496303,0.5061992523172046,3.2872324257082752e-06,0,0,154,154
propsoldcount01,25000,174,0.696,4,0.016,16,0.064,24826,0.00016,0.00064,0.012648092437357795,0.025294676165237465,-0.01264658372787967,0,0,154,154
propsoldcount03,25000,210,0.84,13,0.052,43,0.172,24790,0.0036,0.0048,0.06121241840020574,0.07027318241265877,-0.00906076401245303,0,0,154,154
propsoldcount06,25000,214,0.856,10,0.04,50,0.2,24786,0.00956,0.01116,0.10444157895887612,0.11241641968777963,-0.007974840728903504,0,0,154,154
propsoldcount12,25000,226,0.904,22,0.088,50,0.2,24774,0.02448,0.0256,0.18686101277245673,0.19053136984325755,-0.0036703570708008226,0,0,154,154
propsoldcount24,25000,215,0.86,12,0.048,49,0.196,24785,0.04924,0.05072,0.255187160731141,0.25871748414442713,-0.0035303234132861294,0,0,154,154
propsoldcount60,25000,214,0.856,12,0.048,48,0.192,24786,0.1188,0.12024,0.409535860712651,0.41271961088570974,-0.003183750173058719,0,0,154,154
watercraftowner,25000,155,0.62,1,0.004,0,0.0,24845,0.04388,0.04384,0.20479913281279685,0.20471002711365574,8.91056991411121e-05,0,0,154,154
watercraftcount,25000,155,0.62,1,0.004,0,0.0,24845,0.10984,0.10976,0.793032694833032,0.7929428916852339,8.980314779805099e-05,0,0,154,154
watercraftcount01,25000,154,0.616,0,0.0,0,0.0,24846,8e-05,8e-05,0.012648856097531174,0.012648856097531174,0.0,0,0,154,154
watercraftcount03,25000,154,0.616,0,0.0,0,0.0,24846,0.00272,0.00272,0.0572062586248808,0.0572062586248808,0.0,0,0,154,154
watercraftcount06,25000,154,0.616,0,0.0,0,0.0,24846,0.00512,0.00512,0.08563658166518885,0.08563658166518885,0.0,0,0,154,154
watercraftcount12,25000,154,0.616,0,0.0,0,0.0,24846,0.00796,0.00796,0.1057177756697003,0.1057177756697003,0.0,0,0,154,154
watercraftcount24,25000,154,0.616,0,0.0,0,0.0,24846,0.0146,0.0146,0.1646375623434809,0.1646375623434809,0.0,0,0,154,154
watercraftcount60,25000,154,0.616,0,0.0,0,0.0,24846,0.03088,0.03088,0.30528765383106876,0.30528765383106876,0.0,0,0,154,154
aircraftowner,25000,154,0.616,0,0.0,0,0.0,24846,0.00104,0.00104,0.032232153780726566,0.032232153780726566,0.0,0,0,154,154
aircraftcount,25000,154,0.616,0,0.0,0,0.0,24846,0.00144,0.00144,0.050575820572927026,0.050575820572927026,0.0,0,0,154,154
aircraftcount01,25000,156,0.624,2,0.008,0,0.0,24844,8e-05,0.0,0.008943911928013413,7.975321937073963e-05,0.008864158708642673,0,0,154,154
aircraftcount03,25000,154,0.616,0,0.0,0,0.0,24846,8e-05,8e-05,0.008943911928013413,0.008943911928013413,0.0,0,0,154,154
aircraftcount06,25000,154,0.616,0,0.0,0,0.0,24846,0.00012,0.00012,0.010953789814301888,0.010953789814301888,0.0,0,0,154,154
aircraftcount12,25000,154,0.616,0,0.0,0,0.0,24846,0.0002,0.0002,0.014140712627021523,0.014140712627021523,0.0,0,0,154,154
aircraftcount24,25000,156,0.624,2,0.008,0,0.0,24844,0.00036,0.00028,0.020973068484703344,0.016731025122928258,0.0042420433617750865,0,0,154,154
aircraftcount60,25000,154,0.616,0,0.0,0,0.0,24846,0.0008,0.0008,0.035768087139232,0.035768087139232,0.0,0,0,154,154
wealthindex,25000,283,1.132,39,0.156,90,0.36,24717,3.48872,3.491,1.2051964036667258,1.2062461640192728,-0.0010497603525470023,0,0,154,154
businessactiveassociation,25000,159,0.636,4,0.016,1,0.004,24841,0.49384,0.49372,0.5350698704423088,0.5351432405021567,-7.337005984786593e-05,0,0,154,154
businessinactiveassociation,25000,155,0.62,1,0.004,0,0.0,24845,0.11624,0.1162,0.3748133269993983,0.3748790862349591,-6.575923556079166e-05,0,0,154,154
businessassociationage,25000,3142,12.568,2,0.008,2986,11.944,21858,48.44068,48.56256,97.80307298009429,97.92858144685268,-0.1255084667583901,0,0,154,154
businesstitle,25000,10204,40.816,0,0.0,0,0.0,14796,-0.58168,-0.58176,1.5345228292423807,1.534527390695856,-4.561453475382393e-06,0,0,10203,10201
businessinputaddrcount,25000,368,1.472,0,0.0,0,0.0,24632,18.22912,18.22912,47.36011440035557,47.36011440035557,0.0,0,0,368,368
derogseverityindex,25000,210,0.84,3,0.012,11,0.044,24790,1.89024,1.89116,6.286959548582087,6.286876992904146,8.255567794090979e-05,0,0,196,196
derogcount,25000,228,0.912,10,0.04,53,0.212,24772,3.12416,3.12592,7.18664357087029,7.186796836667312,-0.00015326579702179544,0,0,165,165
derogrecentcount,25000,260,1.04,69,0.276,37,0.148,24740,0.10604,0.10372,1.0257515549067853,1.021732977834076,0.004018577072709251,0,0,154,154
derogage,25000,209,0.836,41,0.164,14,0.056,24791,47.6274,47.56484,74.15485671739448,74.14557677343474,0.009279943959739967,0,0,154,154
felonycount,25000,159,0.636,3,0.012,2,0.008,24841,0.52832,0.51792,8.17114181653728,7.939742290651765,0.23139952588551438,0,0,154,154
felonyage,25000,156,0.624,2,0.008,0,0.0,24844,6.81036,6.80696,41.06690017142608,41.065305065686225,0.0015951057398524426,0,0,154,154
felonycount01,25000,154,0.616,0,0.0,0,0.0,24846,0.07332,0.07332,4.4897027810919266,4.4897027810919266,0.0,0,0,154,154
felonycount03,25000,154,0.616,0,0.0,0,0.0,24846,-0.00124,-0.00124,0.035191659926516065,0.035191659926516065,0.0,0,0,154,154
felonycount06,25000,155,0.62,0,0.0,1,0.004,24845,-0.00036,-0.00032,0.022800649150058177,0.02366217237837745,-0.0008615232283192727,0,0,154,154
felonycount12,25000,157,0.628,2,0.008,1,0.004,24843,0.0012,0.00116,0.04978504925777776,0.04773517706680639,0.002049872190971372,0,0,154,154
felonycount24,25000,161,0.644,6,0.024,1,0.004,24839,0.005,0.0048,0.15548262282331077,0.15484458660223133,0.000638036221079441,0,0,154,154
felonycount60,25000,160,0.64,5,0.02,1,0.004,24840,0.02308,0.02296,0.34044681266212046,0.34098324218617687,-0.0005364295240564143,0,0,154,154
arrestcount,25000,157,0.628,0,0.0,3,0.012,24843,0.0512,0.05132,0.2207315381398625,0.22097539213584297,-0.00024385399598048085,0,0,154,154
arrestage,25000,157,0.628,0,0.0,3,0.012,24843,3.41516,3.42748,22.417484161626202,22.456824499344663,-0.03934033771846046,0,0,154,154
arrestcount01,25000,156,0.624,1,0.004,1,0.004,24844,0.01896,0.01896,1.712739998946818,1.7127399989468182,-2.220446049250313e-16,0,0,154,154
arrestcount03,25000,157,0.628,2,0.008,1,0.004,24843,0.00316,0.00312,0.6085638445465213,0.6085311871130702,3.265743345115535e-05,0,0,154,154
arrestcount06,25000,156,0.624,1,0.004,1,0.004,24844,0.00304,0.00304,0.387596054509923,0.387596054509923,0.0,0,0,154,154
arrestcount12,25000,159,0.636,4,0.016,1,0.004,24841,0.00168,0.00156,0.04095314657038589,0.0394659779305618,0.0014871686398240866,0,0,154,154
arrestcount24,25000,157,0.628,2,0.008,1,0.004,24843,0.005,0.00496,0.07053258821280708,0.07025130603766386,0.00028128217514322706,0,0,154,154
arrestcount60,25000,160,0.64,5,0.02,1,0.004,24840,0.01452,0.01436,0.11961551272614679,0.11896435300012681,0.0006511597260199786,0,0,154,154
liencount,25000,207,0.828,7,0.028,46,0.184,24793,2.04352,2.04456,4.664519483271715,4.663266182432809,0.0012533008389059574,0,0,154,154
lienfiledcount,25000,194,0.776,5,0.02,35,0.14,24806,1.61996,1.621,3.643669042699649,3.6437226260965274,-5.358339687822067e-05,0,0,154,154
lienfiledtotal,25000,182,0.728,3,0.012,25,0.1,24818,7653.4614,7658.32724,72885.9918868417,72887.47599586361,-1.4841090219124453,0,0,154,154
lienfiledage,25000,190,0.76,21,0.084,15,0.06,24810,173.77568,173.77776,7312.84452118094,7312.868004195022,-0.023483014081648435,0,0,154,154
lienfiledcount01,25000,167,0.668,4,0.016,9,0.036,24833,2.55288,2.54276,187.13623790644974,187.12638373054335,0.009854175906383489,0,0,154,154
lienfiledcount03,25000,178,0.712,9,0.036,15,0.06,24822,0.83824,0.83844,93.85543599277571,93.85543527200767,7.207680425835861e-07,0,0,154,154
lienfiledcount06,25000,224,0.896,56,0.224,14,0.056,24776,0.03164,0.02976,1.7701504861691615,1.7692234765808728,0.0009270095882887297,0,0,154,154
lienfiledcount12,25000,225,0.9,51,0.204,20,0.08,24775,0.04004,0.03864,0.25113128574138044,0.2446610608129599,0.0064702249284205315,0,0,154,154
lienfiledcount24,25000,247,0.988,69,0.276,24,0.096,24753,0.10328,0.1014,0.46310639638012424,0.45705127411286844,0.006055122267255797,0,0,154,154
lienfiledcount60,25000,234,0.936,51,0.204,29,0.116,24766,0.29532,0.29448,0.9953737287878324,0.9908102732415511,0.0045634555462812365,0,0,154,154
lienreleasedcount,25000,174,0.696,4,0.016,16,0.064,24826,0.43704,0.43712,1.426541080374588,1.42528226242955,0.0012588179450379045,0,0,154,154
lienreleasedtotal,25000,163,0.652,3,0.012,6,0.024,24837,2082.3278,2082.26324,29746.368987738468,29746.3226233532,0.04636438526722486,0,0,154,154
lienreleasedage,25000,171,0.684,9,0.036,8,0.032,24829,55.17124,55.1678,1851.4496920263157,1851.4496986746549,-6.64833919472585e-06,0,0,154,154
lienreleasedcount01,25000,155,0.62,0,0.0,1,0.004,24845,0.2744,0.27444,16.684658846391045,16.684659387247166,-5.408561207786988e-07,0,0,154,154
lienreleasedcount03,25000,156,0.624,0,0.0,2,0.008,24844,0.00164,0.00172,0.43159853316681285,0.431690898018182,-9.236485136915329e-05,0,0,154,154
lienreleasedcount06,25000,167,0.668,8,0.032,5,0.02,24833,0.00092,0.0008,0.043349145160838654,0.04194483503574024,0.0014043101250984166,0,0,154,154
lienreleasedcount12,25000,175,0.7,13,0.052,8,0.032,24825,0.00724,0.00704,0.09458995458071039,0.09439362005761505,0.00019633452309533728,0,0,154,154
lienreleasedcount24,25000,176,0.704,11,0.044,11,0.044,24824,0.02316,0.02312,0.20094852640587052,0.2026380099208727,-0.0016894835150021714,0,0,154,154
lienreleasedcount60,25000,190,0.76,23,0.092,13,0.052,24810,0.07504,0.07456,0.4247520587708238,0.4246485015045424,0.00010355726628136219,0,0,154,154
bankruptcycount,25000,162,0.648,2,0.008,6,0.024,24838,0.25268,0.25284,0.6741806278414182,0.6742393205358529,-5.869269443470326e-05,0,0,154,154
bankruptcyage,25000,171,0.684,11,0.044,6,0.024,24829,23.0156,23.01104,64.18250894694879,64.18716286764169,-0.004653920692902602,0,0,154,154
bankruptcytype,25000,4531,18.124,0,0.0,0,0.0,20469,-0.627,-0.62684,6.201302657588134,6.201300862752077,1.7948360575559263e-06,0,0,4525,4529
bankruptcystatus,25000,4368,17.472,0,0.0,0,0.0,20632,-0.8014,-0.80108,2.3314721575715835,2.331469450819439,2.706752144643332e-06,0,0,4358,4366
bankruptcycount01,25000,210,0.84,9,0.036,14,0.056,24790,0.01192,0.01212,1.6017293313145042,1.601790274284748,-6.094297024383799e-05,0,0,187,187
bankruptcycount03,25000,180,0.72,5,0.02,14,0.056,24820,0.00164,0.002,0.06839073825434945,0.07096557108186179,-0.0025748328275123356,0,0,161,161
bankruptcycount06,25000,179,0.716,13,0.052,9,0.036,24821,0.00556,0.0054,0.08104870302843739,0.08006666886159207,0.000982034166845322,0,0,157,157
bankruptcycount12,25000,173,0.692,11,0.044,8,0.032,24827,0.01096,0.01084,0.11224588389308508,0.11100346323849708,0.0012424206545880029,0,0,154,154
bankruptcycount24,25000,173,0.692,12,0.048,7,0.028,24827,0.02128,0.02108,0.16304714690986638,0.16196568808067846,0.0010814588291879201,0,0,154,154
bankruptcycount60,25000,170,0.68,10,0.04,6,0.024,24830,0.05196,0.0518,0.2643549268988777,0.2640836128496257,0.00027131404925195834,0,0,154,154
evictioncount,25000,174,0.696,4,0.016,16,0.064,24826,0.6092,0.6098,2.215118333683034,2.2163344044206643,-0.0012160707376303037,0,0,154,154
evictionage,25000,169,0.676,11,0.044,4,0.016,24831,17.8522,17.83492,50.7231863818064,50.7026765442957,0.020509837510701345,0,0,154,154
evictioncount01,25000,157,0.628,0,0.0,3,0.012,24843,0.06964,0.0698,3.4756122332706214,3.4756435535394585,-3.132026883712058e-05,0,0,154,154
evictioncount03,25000,158,0.632,0,0.0,4,0.016,24842,0.00484,0.00504,0.6101282079190274,0.610421570800446,-0.0002933628814185685,0,0,154,154
evictioncount06,25000,179,0.716,21,0.084,4,0.016,24821,0.01484,0.014,1.0902010905380441,1.0896803884673434,0.0005207020707007626,0,0,154,154
evictioncount12,25000,187,0.748,24,0.096,9,0.036,24813,0.0166,0.0158,0.17933974057745078,0.17466912305953763,0.004670617517913145,0,0,154,154
evictioncount24,25000,193,0.772,28,0.112,11,0.044,24807,0.04472,0.04396,0.3702807075032396,0.3688031680301824,0.0014775394730571767,0,0,154,154
evictioncount60,25000,191,0.764,24,0.096,13,0.052,24809,0.1378,0.13756,0.8393653487876295,0.8381648601232412,0.0012004886643882662,0,0,154,154
accidentcount,25000,203,0.812,9,0.036,40,0.16,24797,0.63296,0.63412,1.099351493423532,1.10095651089975,-0.0016050174762181069,0,0,154,154
accidentage,25000,186,0.744,19,0.076,13,0.052,24814,22.0838,22.04836,46.71845139931609,46.71227805293014,0.006173346385949685,0,0,154,154
recentactivityindex,25000,732,2.928,317,1.268,261,1.044,24268,2.10868,2.1076,6.587749086338237,6.589111683174773,-0.0013625968365360563,0,0,154,154
nonderogcount,25000,176,0.704,9,0.036,13,0.052,24824,7.35168,7.3518,3.5422634618072113,3.542121684761043,0.00014177704616846754,0,0,154,154
nonderogcount01,25000,1046,4.184,29,0.116,863,3.452,23954,2.74924,2.78276,1.8736168678909146,1.8706926840198597,0.002924183871054975,0,0,154,154
nonderogcount03,25000,535,2.14,26,0.104,355,1.42,24465,3.09652,3.1098,0.9832899486722992,0.9799058893383437,0.0033840593339555802,0,0,154,154
nonderogcount06,25000,374,1.496,21,0.084,199,0.796,24626,3.35496,3.36212,1.0754105903021949,1.0722429344761912,0.003167655826003646,0,0,154,154
nonderogcount12,25000,262,1.048,14,0.056,94,0.376,24738,3.57712,3.58036,1.127453083119204,1.1252425147651486,0.00221056835405542,0,0,154,154
nonderogcount24,25000,216,0.864,15,0.06,47,0.188,24784,3.91356,3.91484,1.2455929764007025,1.2443967009192691,0.0011962754814334176,0,0,154,154
nonderogcount60,25000,188,0.752,10,0.04,24,0.096,24812,4.72172,4.72228,1.4678914335495428,1.4673434956710483,0.0005479378784944977,0,0,154,154
voterregistrationrecord,25000,156,0.624,0,0.0,2,0.008,24844,0.47684,0.47692,0.680751772575446,0.6807544942669213,-2.721691475304766e-06,0,0,154,154
profliccount,25000,154,0.616,0,0.0,0,0.0,24846,0.10636,0.10636,0.5022527906448606,0.5022527906448606,0.0,0,0,154,154
proflicage,25000,154,0.616,0,0.0,0,0.0,24846,3.10352,3.10352,22.550190054580195,22.550190054580195,0.0,0,0,154,154
proflictypecategory,25000,154,0.616,0,0.0,0,0.0,24846,-0.59728,-0.59728,3.010929933138113,3.010929933138113,0.0,0,0,154,154
proflicexpired,25000,154,0.616,0,0.0,0,0.0,24846,-0.91048,-0.91048,1.0334019986456429,1.0334019986456429,0.0,0,0,154,154
profliccount01,25000,154,0.616,0,0.0,0,0.0,24846,0.016,0.016,0.21199628072213525,0.21199628072213525,0.0,0,0,154,154
profliccount03,25000,154,0.616,0,0.0,0,0.0,24846,0.11764,0.11764,0.567552271703054,0.567552271703054,0.0,0,0,154,154
profliccount06,25000,154,0.616,0,0.0,0,0.0,24846,0.13408,0.13408,0.6142896812826393,0.6142896812826393,0.0,0,0,154,154
profliccount12,25000,154,0.616,0,0.0,0,0.0,24846,0.14704,0.14704,0.6509117102254032,0.6509117102254032,0.0,0,0,154,154
profliccount24,25000,154,0.616,0,0.0,0,0.0,24846,0.16264,0.16264,0.7025847190901912,0.7025847190901912,0.0,0,0,154,154
profliccount60,25000,154,0.616,0,0.0,0,0.0,24846,0.18952,0.18952,0.7904561441123773,0.7904561441123773,0.0,0,0,154,154
prsearchlocatecount,25000,237,0.948,3,0.012,80,0.32,24763,3.1904,3.19312,4.7869162665217075,4.783899201142319,0.003017065379388839,0,0,154,154
prsearchlocatecount01,25000,288,1.152,67,0.268,67,0.268,24712,0.03652,0.03664,0.634269717031822,0.6350506351021371,-0.0007809180703151064,0,0,154,154
prsearchlocatecount03,25000,292,1.168,63,0.252,75,0.3,24708,0.03436,0.03504,0.2987509294459818,0.30640722616289295,-0.0076562967169111484,0,0,154,154
prsearchlocatecount06,25000,321,1.284,93,0.372,74,0.296,24679,0.07288,0.07204,0.5420846675517388,0.5129700041860472,0.029114663365691573,0,0,154,154
prsearchlocatecount12,25000,324,1.296,95,0.38,75,0.3,24676,0.16532,0.1642,0.8604539153685876,0.831499403050377,0.028954512318210668,0,0,154,154
prsearchlocatecount24,25000,424,1.696,192,0.768,78,0.312,24576,0.4762,0.4714,1.3407895728745212,1.3318739425069628,0.00891563036755838,0,0,154,154
prsearchpersonalfinancecount,25000,626,2.504,4,0.016,468,1.872,24374,8.25528,8.28564,13.107020648899352,13.146955909604104,-0.03993526070475184,0,0,154,154
prsearchpersonalfinancecount01,25000,917,3.668,316,1.264,447,1.788,24083,0.10056,0.10936,0.8982568644592226,0.8849268549140941,0.01333000954512853,0,0,154,154
prsearchpersonalfinancecount03,25000,886,3.544,276,1.104,456,1.824,24114,0.17976,0.19156,0.9406632183037124,0.9746819759642549,-0.03401875766054252,0,0,154,154
prsearchpersonalfinancecount06,25000,1070,4.28,471,1.884,445,1.78,23930,0.3658,0.36576,1.3913612372843287,1.3871825246222649,0.0041787126620638215,0,0,154,154
prsearchpersonalfinancecount12,25000,2651,10.604,2085,8.34,412,1.648,22349,1.1892,1.02376,3.176295311946992,2.826618899798271,0.349676412148721,0,0,154,154
prsearchpersonalfinancecount24,25000,1049,4.196,438,1.752,457,1.828,23951,2.32904,2.33248,5.288402235656881,5.303920664084318,-0.015518428427436781,0,0,154,154
prsearchothercount,25000,1526,6.104,11,0.044,1361,5.444,23474,15.03344,15.11956,16.88334253535389,16.953647851140754,-0.0703053157868645,0,0,154,154
prsearchothercount01,25000,2542,10.168,1158,4.632,1230,4.92,22458,0.30872,0.30872,1.8040689743143619,1.7747407878570487,0.029328186457313166,0,0,154,154
prsearchothercount03,25000,2453,9.812,1029,4.116,1270,5.08,22547,0.63884,0.65636,1.722849226276,1.7559226927401494,-0.03307346646414944,0,0,154,154
prsearchothercount06,25000,2672,10.688,1262,5.048,1256,5.024,22328,1.30072,1.29988,2.571090342030758,2.5654494258285108,0.005640916202247048,0,0,154,154
prsearchothercount12,25000,2781,11.124,1367,5.468,1260,5.04,22219,2.81028,2.79724,4.65363907622211,4.616601428988848,0.03703764723326142,0,0,154,154
prsearchothercount24,25000,2599,10.396,1159,4.636,1286,5.144,22401,5.35972,5.3672,7.847236817821235,7.834463878515823,0.012772939305412123,0,0,154,154
prsearchidentityssns,25000,1689,6.756,1078,4.312,457,1.828,23311,1.07352,1.04364,1.160161948706975,1.1571038425429188,0.003058106164056218,0,0,154,154
prsearchidentityaddrs,25000,2069,8.276,1339,5.356,576,2.304,22931,1.21148,1.17936,1.2671997780347817,1.2564317540763608,0.010768023958420914,0,0,154,154
prsearchidentityphones,25000,1961,7.844,1319,5.276,488,1.952,23039,0.85684,0.82076,1.1343997080927097,1.1103748340631863,0.02402487402952347,0,0,154,154
prsearchssnidentities,25000,1587,6.348,859,3.436,574,2.296,23413,0.67784,0.6668,0.5771850806075203,0.5834632160435737,-0.006278135436053378,0,0,154,154
prsearchaddridentities,25000,3443,13.772,2165,8.66,1124,4.496,21557,1.94952,1.89152,3.4195730581023707,3.2883102377513187,0.13126282035105197,0,0,154,154
prsearchphoneidentities,25000,1426,5.704,1073,4.292,199,0.796,23574,0.4096,0.37296,0.7293794372576964,0.7042228706129926,0.02515656664470378,0,0,154,154
subprimeofferrequestcount,25000,172,0.688,15,0.06,3,0.012,24828,0.12212,0.12164,0.5154365525516791,0.5146183779329684,0.0008181746187106986,0,0,154,154
subprimeofferrequestcount01,25000,160,0.64,5,0.02,1,0.004,24840,0.00136,0.00124,0.053648289874538665,0.06097922110409846,-0.007330931229559794,0,0,154,154
subprimeofferrequestcount03,25000,154,0.616,0,0.0,0,0.0,24846,0.00016,0.00016,0.012648092437358283,0.012648092437358283,0.0,0,0,154,154
subprimeofferrequestcount06,25000,154,0.616,0,0.0,0,0.0,24846,0.0,0.0,0.0,0.0,0.0,0,0,154,154
subprimeofferrequestcount12,25000,154,0.616,0,0.0,0,0.0,24846,0.0,0.0,0.0,0.0,0.0,0,0,154,154
subprimeofferrequestcount24,25000,154,0.616,0,0.0,0,0.0,24846,0.0,0.0,0.0,0.0,0.0,0,0,154,154
subprimeofferrequestcount60,25000,154,0.616,0,0.0,0,0.0,24846,0.0,0.0,0.0,0.0,0.0,0,0,154,154
inputphonemobile,25000,154,0.616,0,0.0,0,0.0,24846,0.37532,0.37532,0.7216558518913282,0.7216558518913282,0.0,0,0,154,154
inputphonetype,25000,417,1.668,0,0.0,0,0.0,24583,0.87116,0.87116,1.2926490138637903,1.2926490138637903,0.0,0,0,417,417
inputphoneservicetype,25000,158,0.632,0,0.0,0,0.0,24842,8.88444,8.88444,8.626989486143758,8.626989486143758,0.0,0,0,158,158
inputareacodechange,25000,154,0.616,0,0.0,0,0.0,24846,-0.612,-0.612,1.326871813310975,1.326871813310975,0.0,0,0,154,154
phoneedaageoldestrecord,25000,5159,20.636,0,0.0,5005,20.02,19841,111.22504,111.43888,106.15352551064359,106.28790229010862,-0.13437677946502902,0,0,154,154
phoneedaagenewestrecord,25000,4547,18.188,8,0.032,4385,17.54,20453,58.8256,58.98084,75.27271168990625,75.39873654686642,-0.1260248569601714,0,0,154,154
phoneotherageoldestrecord,25000,213,0.852,2,0.008,57,0.228,24787,104.49108,104.49804,83.02342719923584,83.02296494388294,0.0004622553529003426,0,0,154,154
phoneotheragenewestrecord,25000,169,0.676,2,0.008,13,0.052,24831,37.0172,37.0138,48.95888256373475,48.954550542820535,0.0043320209142123645,0,0,154,154
inputphonehighrisk,25000,158,0.632,0,0.0,4,0.016,24842,0.31548,0.31564,7.173326932421073,7.175767438107057,-0.0024405056859837515,0,0,154,154
inputphoneproblems,25000,155,0.62,0,0.0,1,0.004,24845,0.32948,0.32952,4.411939960837995,4.411941506824311,-1.5459863158540088e-06,0,0,154,154
onlinedirectory,25000,491,1.964,320,1.28,17,0.068,24509,0.87476,0.86264,0.9497585373372047,0.9545708258924053,-0.00481228855520055,0,0,154,154
inputaddrsiccode,25000,155,0.62,1,0.004,0,0.0,24845,212.05592,212.05588,1247.4443704790194,1247.444377262678,-6.78365859130281e-06,0,0,154,154
inputaddrvalidation,25000,24787,99.148,1,0.004,0,0.0,213,2.74928,2.74924,137.5331288819901,137.5331295361685,-6.541783932334511e-07,0,0,24786,24786
inputaddrerrorcode,25000,326,1.304,0,0.0,0,0.0,24674,13.237919999995585,13.237919999995585,44.33492051572148,44.33492051572148,0.0,0,0,326,326
inputaddrhighrisk,25000,185,0.74,0,0.0,0,0.0,24815,0.2299960000000004,0.2299960000000004,17.183161117607693,17.183161117607693,0.0,0,0,185,185
curraddrcorrectional,25000,280,1.12,36,0.144,79,0.316,24720,-0.01736399999999999,-0.01564399999999999,0.5235961244583385,0.521854992989232,0.0017411314691064828,0,0,165,165
prevaddrcorrectional,25000,279,1.116,36,0.144,89,0.356,24721,-0.04867600000000001,-0.04655600000000001,0.3679082111202511,0.36551721990858893,0.0023909912116621967,0,0,154,154
historicaladdrcorrectional,25000,155,0.62,1,0.004,0,0.0,24845,-0.00732,-0.00736,0.1747743903792428,0.17488711196779472,-0.00011272158855191172,0,0,154,154
inputaddrproblems,25000,154,0.616,0,0.0,0,0.0,24846,0.08752,0.08752,0.4940172725093683,0.4940172725093683,0.0,0,0,154,154
donotmail,25000,0,0.0,0,0.0,0,0.0,25000,0.00652,0.00652,0.08483801977884078,0.08483801977884078,0.0,0,0,0,0
identityrisklevel,25000,213,0.852,32,0.128,27,0.108,24787,1.46384,1.46376,1.7519739258102491,1.7535241233353445,-0.0015501975250953315,0,0,154,154
idverrisklevel,25000,372,1.488,69,0.276,149,0.596,24628,3.04072,3.04444,1.937551717088049,1.9357902003034455,0.0017615167846034563,0,0,154,154
idveraddressassoccount,25000,162,0.648,3,0.012,5,0.02,24838,1.33124,1.33164,1.628018215741103,1.6286737913974172,-0.0006555756563142445,0,0,154,154
idverssncreditbureaucount,25000,187,0.748,11,0.044,22,0.088,24813,2.72628,2.72668,0.8512887461650022,0.8511354212739483,0.00015332489105390756,0,0,154,154
idverssncreditbureaudelete,25000,175,0.7,12,0.048,9,0.036,24825,-0.0364,-0.03648,0.3801406032594257,0.3804484909241201,-0.0003078876646943618,0,0,154,154
sourcerisklevel,25000,162,0.648,3,0.012,5,0.02,24838,4.50796,4.50768,1.8879499319877653,1.8883959868874451,-0.0004460548996798597,0,0,154,154
sourcewatchlist,25000,158,0.632,2,0.008,2,0.008,24842,0.05072,0.05072,0.3367664396680217,0.3367664396680218,-5.551115123125783e-17,0,0,154,154
